"","age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
"67",28,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"68",53,9,"Married","Admin","CaucYes","Female",40,"incH",0,0,"ChildNo"
"69",49,10,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"71",19,10,"Never-Married","Professional","CaucYes","Male",32,"incB",0,0,"ChildYes"
"72",31,13,"Not-Married","Sales","CaucNo","Female",40,"incB",0,0,"ChildYes"
"73",29,13,"Married","Sales","CaucYes","Male",70,"incH",0,0,"ChildNo"
"74",23,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"75",79,10,"Married","Professional","CaucYes","Male",20,"incB",0,0,"ChildNo"
"76",27,9,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
"77",40,12,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"79",18,7,"Never-Married","Service","CaucYes","Female",22,"incB",0,0,"ChildYes"
"81",18,9,"Never-Married","Sales","CaucYes","Male",30,"incB",0,0,"ChildNo"
"82",52,13,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"83",46,9,"Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"84",59,9,"Married","Sales","CaucYes","Male",48,"incB",0,0,"ChildNo"
"85",44,9,"Not-Married","Blue-Collar","CaucYes","Female",40,"incH",9.57115672841547,0,"ChildNo"
"86",53,9,"Not-Married","Sales","CaucYes","Female",35,"incB",0,0,"ChildYes"
"87",49,9,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"88",33,14,"Married","Professional","CaucYes","Male",50,"incB",0,0,"ChildNo"
"89",30,5,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"90",43,16,"Never-Married","Professional","CaucYes","Female",50,"incH",0,0,"ChildNo"
"91",57,11,"Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"92",37,10,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"93",28,10,"Not-Married","Blue-Collar","CaucNo","Female",25,"incB",0,0,"ChildNo"
"95",34,13,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"96",29,10,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"98",37,10,"Married","Sales","CaucYes","Male",48,"incH",0,0,"ChildNo"
"99",48,12,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"100",32,9,"Never-Married","Service","CaucNo","Male",40,"incB",0,0,"ChildYes"
"101",76,14,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"103",47,14,"Never-Married","Professional","CaucYes","Female",50,"incB",0,0,"ChildNo"
"104",20,10,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildYes"
"108",30,7,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"109",31,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"113",56,9,"Married","Service","CaucYes","Male",50,"incH",0,7.54327334670545,"ChildNo"
"114",28,10,"Married","Sales","CaucYes","Female",25,"incB",8.31016902198191,0,"ChildNo"
"115",36,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"116",53,5,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"117",56,10,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"118",49,11,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"119",55,10,"Married","Sales","CaucYes","Male",56,"incB",0,0,"ChildNo"
"120",22,9,"Never-Married","Blue-Collar","CaucYes","Male",41,"incB",0,0,"ChildNo"
"121",21,10,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildYes"
"122",40,13,"Married","White-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"123",30,13,"Never-Married","White-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
"124",29,13,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
"125",19,10,"Never-Married","Service","CaucNo","Male",35,"incB",0,0,"ChildYes"
"126",47,13,"Married","White-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
"128",31,12,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
"130",39,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"131",28,12,"Never-Married","Sales","CaucYes","Female",60,"incB",0,0,"ChildNo"
"132",24,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,7.47477218239787,"ChildNo"
"133",38,9,"Married","Blue-Collar","CaucYes","Male",35,"incB",8.38640090116621,0,"ChildNo"
"134",37,13,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"135",46,12,"Not-Married","Other-occups","CaucNo","Female",36,"incB",0,0,"ChildNo"
"136",38,14,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"140",49,10,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"141",61,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"142",27,10,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"143",19,10,"Never-Married","Service","CaucYes","Male",30,"incB",0,0,"ChildYes"
"144",45,11,"Never-Married","Professional","CaucYes","Female",40,"incH",0,7.35564110297425,"ChildNo"
"147",22,10,"Married","Service","CaucYes","Male",24,"incB",0,0,"ChildNo"
"148",36,9,"Widowed","Service","CaucYes","Female",24,"incB",0,0,"ChildNo"
"151",47,10,"Not-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
"152",34,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"153",33,13,"Never-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"154",21,9,"Never-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildYes"
"156",48,9,"Married","Blue-Collar","CaucYes","Male",46,"incB",0,0,"ChildNo"
"157",23,13,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"158",71,10,"Not-Married","Sales","CaucNo","Male",2,"incB",0,7.50494206839617,"ChildNo"
"160",42,13,"Not-Married","Service","CaucNo","Male",50,"incB",0,0,"ChildNo"
"163",44,14,"Not-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"164",28,9,"Never-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"165",45,14,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
"167",39,12,"Never-Married","White-Collar","CaucYes","Male",42,"incB",0,0,"ChildNo"
"168",46,14,"Widowed","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"169",18,7,"Never-Married","Blue-Collar","CaucYes","Male",16,"incB",0,0,"ChildYes"
"171",27,9,"Never-Married","Service","CaucYes","Male",40,"incB",0,7.59135704669855,"ChildNo"
"172",28,9,"Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"174",27,13,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"176",27,9,"Not-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildNo"
"177",21,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
"178",34,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"179",18,9,"Never-Married","Service","CaucYes","Male",12,"incB",0,0,"ChildYes"
"180",33,13,"Married","Professional","CaucYes","Male",65,"incB",0,0,"ChildNo"
"181",44,10,"Married","White-Collar","CaucNo","Male",38,"incH",0,0,"ChildNo"
"182",43,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"183",30,10,"Never-Married","Blue-Collar","CaucNo","Male",45,"incB",0,0,"ChildNo"
"185",37,10,"Married","Admin","CaucYes","Male",42,"incH",0,0,"ChildNo"
"186",34,9,"Married","Admin","CaucNo","Male",40,"incB",0,0,"ChildNo"
"187",41,13,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"190",58,16,"Married","Professional","CaucYes","Male",1,"incH",0,0,"ChildNo"
"192",24,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"193",41,13,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"195",41,13,"Married","Other-occups","CaucYes","Male",24,"incB",0,0,"ChildNo"
"197",36,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"199",35,14,"Married","Professional","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
"200",24,9,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"201",26,14,"Never-Married","Professional","CaucYes","Female",40,"incB",0,7.53743003658651,"ChildNo"
"204",42,10,"Never-Married","Professional","CaucYes","Female",40,"incB",0,7.20117088328168,"ChildNo"
"205",37,9,"Not-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"206",18,7,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"207",36,13,"Married","Service","CaucNo","Male",36,"incH",8.89549263145163,0,"ChildNo"
"209",58,9,"Married","Sales","CaucYes","Female",35,"incH",9.61747075940341,0,"ChildNo"
"211",44,9,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"212",37,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"213",35,10,"Never-Married","Sales","CaucNo","Female",40,"incB",0,0,"ChildNo"
"215",54,4,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"216",37,13,"Never-Married","White-Collar","CaucNo","Male",60,"incH",0,0,"ChildNo"
"219",45,13,"Married","Professional","CaucYes","Male",55,"incB",0,0,"ChildNo"
"223",90,9,"Never-Married","Service","CaucNo","Male",40,"incB",0,7.69938940625674,"ChildNo"
"224",54,9,"Married","Admin","CaucNo","Male",20,"incB",0,0,"ChildNo"
"226",18,9,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"228",66,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",7.25134498337221,0,"ChildNo"
"229",75,11,"Widowed","Admin","CaucYes","Female",20,"incB",0,0,"ChildNo"
"230",65,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"233",25,10,"Never-Married","Admin","CaucYes","Male",42,"incB",0,0,"ChildNo"
"234",33,10,"Not-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"235",28,15,"Never-Married","Professional","CaucYes","Male",55,"incH",0,0,"ChildNo"
"236",59,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"237",40,10,"Never-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
"239",38,14,"Married","White-Collar","CaucYes","Male",70,"incH",0,0,"ChildNo"
"240",23,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"241",40,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"242",41,9,"Married","Service","CaucYes","Female",20,"incB",0,0,"ChildNo"
"243",24,12,"Married","Other-occups","CaucYes","Male",50,"incB",0,0,"ChildNo"
"245",38,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.46278915741245,"ChildNo"
"248",32,9,"Never-Married","Service","CaucYes","Female",34,"incB",0,0,"ChildNo"
"249",40,12,"Married","Other-occups","CaucYes","Male",60,"incH",0,7.58984151218266,"ChildNo"
"251",41,15,"Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
"253",59,6,"Widowed","Service","CaucNo","Female",30,"incB",0,0,"ChildNo"
"254",19,10,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
"257",20,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildYes"
"260",50,4,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"261",36,13,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildYes"
"262",45,9,"Married","Sales","CaucYes","Male",60,"incB",0,0,"ChildNo"
"265",26,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"266",37,10,"Married","White-Collar","CaucNo","Male",75,"incH",0,0,"ChildNo"
"268",64,9,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"269",33,13,"Never-Married","Professional","CaucYes","Female",45,"incB",0,0,"ChildNo"
"270",33,9,"Married","Blue-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
"271",61,9,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"273",50,14,"Married","Blue-Collar","CaucYes","Male",98,"incB",7.78655180642871,0,"ChildNo"
"274",27,14,"Never-Married","Professional","CaucYes","Male",35,"incB",0,0,"ChildYes"
"275",30,9,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildYes"
"277",44,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
"279",25,10,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildYes"
"280",24,10,"Married","Blue-Collar","CaucYes","Female",48,"incH",8.89549263145163,0,"ChildNo"
"281",22,13,"Never-Married","Professional","CaucYes","Female",15,"incB",0,0,"ChildNo"
"283",34,12,"Not-Married","Sales","CaucNo","Female",45,"incB",0,0,"ChildNo"
"285",21,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"286",57,14,"Married","Sales","CaucYes","Male",40,"incH",9.61747075940341,0,"ChildNo"
"287",41,15,"Married","Professional","CaucYes","Male",60,"incH",0,0,"ChildNo"
"289",25,13,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"290",50,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"291",36,13,"Married","Professional","CaucYes","Male",45,"incB",0,0,"ChildNo"
"292",31,9,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"293",29,13,"Never-Married","Other-occups","CaucYes","Male",56,"incB",0,0,"ChildNo"
"294",21,10,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildYes"
"295",27,13,"Never-Married","Other-occups","CaucNo","Female",40,"incB",0,0,"ChildNo"
"296",65,9,"Married","Blue-Collar","CaucYes","Male",16,"incB",0,0,"ChildNo"
"297",37,13,"Not-Married","Sales","CaucYes","Female",60,"incB",0,0,"ChildNo"
"301",48,13,"Married","Admin","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
"302",21,10,"Never-Married","Service","CaucNo","Female",25,"incB",0,0,"ChildNo"
"303",31,9,"Married","Blue-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
"304",55,9,"Married","Sales","CaucYes","Male",40,"incH",8.38640090116621,0,"ChildNo"
"305",24,10,"Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"306",43,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"307",26,12,"Never-Married","Other-occups","CaucYes","Male",45,"incB",0,0,"ChildNo"
"308",46,12,"Never-Married","Professional","CaucYes","Female",33,"incB",0,0,"ChildNo"
"309",35,12,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
"310",41,10,"Married","Blue-Collar","CaucYes","Male",54,"incH",0,0,"ChildNo"
"311",26,13,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"312",34,14,"Married","White-Collar","CaucNo","Male",35,"incH",8.89549263145163,0,"ChildNo"
"315",22,10,"Never-Married","Sales","CaucYes","Male",15,"incB",0,0,"ChildYes"
"316",24,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"317",77,10,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"319",29,10,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
"320",62,9,"Widowed","Service","CaucYes","Female",24,"incB",0,0,"ChildNo"
"321",39,9,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"322",43,10,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,7.3038432252777,"ChildNo"
"323",35,9,"Not-Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"324",29,7,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"326",63,9,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"330",66,9,"Never-Married","Blue-Collar","CaucYes","Male",55,"incB",7.62608275807238,0,"ChildNo"
"331",41,10,"Never-Married","Blue-Collar","CaucNo","Male",45,"incB",0,0,"ChildNo"
"333",47,11,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"334",55,6,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"335",53,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"337",30,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"338",49,14,"Never-Married","Professional","CaucYes","Male",60,"incB",0,0,"ChildNo"
"340",45,9,"Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"341",26,12,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"342",38,11,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
"343",36,9,"Married","Other-occups","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
"344",33,9,"Never-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
"349",56,12,"Not-Married","Service","CaucYes","Male",25,"incB",0,0,"ChildNo"
"350",31,13,"Never-Married","Professional","CaucYes","Male",25,"incB",0,0,"ChildYes"
"351",33,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"352",26,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"353",33,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"354",46,7,"Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"356",38,9,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
"357",65,7,"Widowed","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"358",40,11,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"359",42,9,"Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"360",26,5,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"361",36,6,"Married","Service","CaucYes","Female",24,"incB",0,0,"ChildNo"
"362",62,14,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"363",43,13,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"365",22,9,"Not-Married","Sales","CaucYes","Male",55,"incB",0,0,"ChildNo"
"366",28,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"367",56,10,"Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
"368",22,12,"Never-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildNo"
"369",57,13,"Not-Married","White-Collar","CaucYes","Female",45,"incH",0,0,"ChildNo"
"371",26,10,"Never-Married","Admin","CaucYes","Female",15,"incB",0,0,"ChildNo"
"373",40,11,"Married","Blue-Collar","CaucYes","Male",38,"incH",0,0,"ChildNo"
"374",45,9,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"375",44,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"376",20,10,"Never-Married","Admin","CaucYes","Female",10,"incB",0,0,"ChildYes"
"377",33,9,"Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"379",46,14,"Not-Married","White-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"380",38,9,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"381",54,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"382",46,3,"Not-Married","Blue-Collar","CaucYes","Female",45,"incB",0,7.75790620835175,"ChildNo"
"383",25,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"384",46,10,"Not-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
"386",23,9,"Never-Married","Service","CaucYes","Female",25,"incB",0,0,"ChildNo"
"387",29,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"388",44,10,"Married","Admin","CaucYes","Female",6,"incH",0,7.78986855905471,"ChildNo"
"389",19,10,"Never-Married","Admin","CaucYes","Female",16,"incB",0,0,"ChildYes"
"390",19,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"391",35,9,"Married","Service","CaucYes","Female",40,"incH",0,0,"ChildNo"
"392",27,13,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"395",34,9,"Never-Married","Service","CaucYes","Female",35,"incB",0,0,"ChildNo"
"396",44,10,"Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"397",45,10,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"399",25,13,"Married","White-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
"401",20,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"402",28,10,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"403",50,13,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"404",34,11,"Not-Married","Other-occups","CaucYes","Female",64,"incB",0,0,"ChildNo"
"405",28,4,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,7.68708015578313,"ChildNo"
"406",41,14,"Married","White-Collar","CaucYes","Male",65,"incH",0,7.58984151218266,"ChildNo"
"408",46,9,"Married","Blue-Collar","CaucYes","Male",25,"incB",0,0,"ChildNo"
"410",32,10,"Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"411",41,10,"Not-Married","Service","CaucNo","Female",24,"incB",0,0,"ChildNo"
"412",24,9,"Never-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"413",33,10,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"414",46,16,"Married","White-Collar","CaucYes","Male",60,"incH",9.61747075940341,0,"ChildNo"
"415",31,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"416",35,8,"Not-Married","Blue-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"417",52,2,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"418",30,7,"Never-Married","Service","CaucYes","Female",19,"incB",0,0,"ChildYes"
"423",32,13,"Married","White-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
